b00,b01,b02,b03,b04,b05,b06,b07,b10,b11,b12,b13,b14,b15,b16,b17,b20,b21,b22,b23,b24,b25,b26,b27,hand_me,hand_enemy,board_me,board_enemy,solution
0,1,0,0,2,0,0,0,0,2,1,0,0,0,0,0,1,0,0,1,0,1,2,0,0,0,5,3,47
0,0,0,0,0,0,0,0,0,2,2,1,2,0,2,0,1,1,0,1,0,1,1,0,0,0,6,4,143
2,0,0,1,2,1,0,0,0,2,1,2,0,0,0,0,0,0,1,0,1,2,0,0,3,3,5,5,332
0,2,0,2,1,0,2,0,0,2,2,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,3,6,98
0,2,0,2,2,0,0,0,2,2,1,0,1,0,1,2,2,1,0,2,1,1,2,0,0,0,6,9,311
0,2,0,0,1,0,1,0,1,0,0,0,0,0,0,0,2,0,0,2,0,2,2,0,5,4,3,5,4
0,0,0,2,0,0,0,0,1,2,1,2,0,0,2,0,0,0,2,0,0,0,1,0,0,0,3,5,143
0,0,2,0,0,0,0,0,0,2,0,0,0,2,1,2,1,0,0,0,0,1,2,2,0,0,3,6,521
1,1,1,0,2,0,2,1,0,1,0,0,2,0,0,2,0,0,0,1,0,0,1,1,0,0,8,4,191
2,0,0,0,2,1,2,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,255
0,0,1,1,1,1,0,0,1,1,2,2,0,0,2,0,1,2,1,0,2,0,0,1,0,0,9,5,232
1,2,1,0,2,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,3,30
1,1,1,0,2,2,0,0,0,2,2,0,0,1,2,0,0,0,0,1,2,0,0,0,0,0,5,6,295
0,0,0,1,1,0,0,2,0,1,0,1,2,1,0,2,2,1,2,1,0,0,0,0,0,0,7,5,222
0,2,0,1,2,2,0,1,0,0,1,0,2,1,0,0,2,0,1,0,0,0,1,0,2,2,6,5,23
2,1,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,2,0,0,3,4,53
0,0,0,2,1,0,1,1,0,1,0,2,1,0,0,0,0,0,2,1,0,0,2,0,0,0,6,4,199
0,2,0,0,1,0,2,0,0,1,1,0,0,2,1,0,0,0,0,0,1,0,1,2,0,0,6,4,383
0,2,0,2,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,1,2,0,0,7,3,312
2,1,2,0,0,0,2,0,2,1,1,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,3,7,69
2,1,1,2,1,1,2,1,0,2,0,1,1,2,2,0,0,0,1,0,2,1,0,2,0,0,9,8,359
2,0,1,1,1,1,0,0,0,2,0,0,2,1,1,0,0,0,0,2,2,2,0,0,2,2,6,6,127
1,2,1,0,2,0,2,1,0,1,2,0,0,2,2,2,0,0,0,0,1,0,2,0,0,0,5,8,191
2,1,0,1,0,1,0,1,0,2,2,2,0,2,0,1,0,1,0,1,0,1,0,0,0,0,8,5,263
1,1,1,0,2,1,2,1,0,1,2,0,2,1,2,0,0,0,0,0,2,2,2,1,0,0,8,8,432
0,0,0,0,1,1,0,1,2,0,0,2,1,2,0,0,0,1,0,0,1,0,0,0,0,0,6,3,239
0,0,0,0,0,2,1,1,1,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,3,456
2,2,2,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,2,1,2,0,0,4,6,336
0,2,0,0,2,0,0,0,0,2,0,0,1,1,1,0,0,0,2,0,0,0,0,0,0,0,3,4,107
2,1,2,0,0,1,0,0,0,2,1,0,0,2,1,1,0,0,0,2,2,2,2,1,1,1,6,8,17
0,2,0,0,0,2,1,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,2,0,0,0,8,3,414
0,0,0,0,2,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,7,6,2,3,309
2,0,1,1,0,2,0,0,0,1,1,1,0,2,0,0,0,0,0,0,2,0,0,0,3,2,5,4,13
0,1,0,1,2,1,2,2,1,0,2,2,0,1,0,2,0,0,2,1,1,2,0,0,0,0,7,8,280
0,1,2,2,2,1,1,2,2,0,1,2,1,1,0,0,0,0,0,1,0,0,2,0,0,0,7,7,335
1,2,0,2,1,2,1,2,0,0,1,2,0,1,2,0,0,0,2,1,2,0,2,1,0,0,7,9,30
0,2,0,0,1,0,0,2,0,1,2,0,0,2,0,1,1,0,0,2,0,0,0,0,0,0,4,5,552
0,0,0,0,0,2,0,0,0,0,0,0,0,2,1,0,0,0,0,0,2,0,0,0,7,6,1,3,13
0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,2,1,2,0,2,0,0,0,0,0,0,3,4,78
2,0,0,1,0,0,0,1,0,1,0,0,0,1,0,2,2,0,0,1,0,2,0,0,0,0,5,4,432
0,0,2,2,1,0,1,2,1,0,2,0,2,0,0,0,1,0,2,2,0,2,2,0,0,0,4,9,414
2,2,1,0,1,0,0,1,0,0,1,0,0,2,0,2,1,0,0,2,0,0,0,0,4,4,5,5,8
1,1,1,2,0,0,0,0,0,0,0,0,2,2,2,1,0,2,0,1,0,0,0,0,0,0,5,5,55
1,0,1,0,0,0,0,1,0,0,1,1,1,1,2,2,1,2,0,2,0,0,1,2,0,0,9,5,431
1,1,0,0,2,0,0,0,0,2,2,2,2,2,2,0,1,2,1,0,0,1,2,1,0,0,6,9,48
1,2,1,0,0,0,0,2,0,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,3,4,27
0,2,0,0,0,1,1,2,1,1,1,1,1,0,2,0,1,1,0,2,0,0,0,2,0,0,9,5,575
0,0,0,1,0,0,1,1,2,2,0,0,1,1,1,0,0,0,0,0,2,1,0,0,0,0,7,3,287
1,1,2,1,2,0,0,0,0,2,2,2,0,2,0,0,0,2,0,0,0,2,0,0,0,0,3,8,68
0,0,2,0,0,0,0,2,0,1,2,1,2,2,0,0,1,0,0,1,0,2,2,2,0,0,4,8,527
1,0,1,0,2,1,0,0,0,0,0,0,0,2,0,1,2,2,2,0,0,0,2,0,0,0,4,6,71
2,1,0,0,1,2,0,0,0,1,1,0,0,1,0,1,0,1,2,1,0,0,2,0,0,0,8,4,552
0,0,2,0,1,2,1,1,1,2,0,0,2,0,0,2,2,0,0,1,0,1,1,2,0,0,7,7,336
0,0,1,0,0,2,1,0,0,0,0,0,0,1,0,1,1,2,0,2,0,0,2,1,0,0,6,4,552
1,0,0,0,1,1,0,1,0,2,0,1,1,0,0,1,0,2,0,0,2,1,0,0,0,0,8,3,24
0,0,0,0,0,0,1,2,2,2,2,2,0,2,0,0,1,2,0,2,0,1,0,2,0,0,3,9,180
0,0,1,0,0,0,1,1,2,0,1,1,0,0,2,0,0,0,2,2,2,0,2,2,3,2,5,7,202
0,2,0,0,2,1,2,0,2,1,2,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,4,6,520
0,2,1,1,2,0,0,2,0,2,2,1,0,1,2,0,2,0,1,2,0,1,2,1,0,0,7,9,295
0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,1,2,0,0,3,4,349
0,0,0,0,2,0,0,0,0,1,0,1,1,0,1,2,2,2,1,1,1,2,2,2,0,0,7,7,311
0,1,1,2,1,0,0,1,0,2,1,2,1,2,2,0,2,0,1,0,0,0,2,0,0,0,7,7,47
2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,7,7,2,2,7
0,1,2,2,2,1,2,1,1,2,1,1,0,0,0,0,2,0,2,0,0,1,0,0,0,0,7,7,264
2,0,0,2,1,2,0,2,1,1,1,2,2,1,0,1,2,0,0,2,1,0,1,2,0,0,8,9,280
0,1,0,0,1,2,2,1,0,2,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,5,4,336
0,2,0,2,1,0,2,2,0,0,1,1,2,2,1,1,1,1,0,0,2,1,0,0,0,0,8,7,168
0,0,2,0,0,2,2,2,1,1,0,0,2,2,1,0,0,0,0,2,0,0,1,0,0,0,4,7,191
0,0,0,2,2,2,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,3,4,543
1,0,2,0,1,0,0,0,0,0,0,0,2,1,1,0,0,1,0,1,0,0,2,1,0,0,7,3,335
1,1,0,2,2,1,1,0,0,1,0,2,0,0,2,0,2,2,2,1,0,1,2,1,0,0,8,8,199
2,0,0,0,0,0,2,1,0,0,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,4,3,479
0,0,1,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,1,0,0,0,0,3,3,2,3,4
0,1,0,0,1,0,0,2,0,0,1,0,1,1,1,2,0,0,1,0,0,0,2,1,0,0,8,3,239
0,2,0,2,1,0,0,2,1,1,2,1,0,1,1,1,0,0,0,2,0,1,0,1,0,0,9,5,456
1,1,1,0,2,1,2,0,1,1,0,2,2,1,2,0,2,0,0,1,2,2,1,0,0,0,9,8,336
2,2,2,0,0,0,0,1,0,2,2,2,0,0,0,0,0,2,1,1,1,0,0,0,1,0,4,7,6
0,0,0,1,2,1,0,0,2,0,0,2,0,2,0,0,0,0,0,0,0,0,0,1,0,0,3,4,131
0,2,2,0,2,0,0,1,0,0,1,0,0,2,0,0,0,0,2,1,1,0,0,0,5,4,4,5,0
0,2,0,0,0,0,1,0,0,0,1,2,2,0,0,0,0,0,1,2,0,0,0,0,0,0,3,4,400
0,0,0,0,2,0,2,2,0,0,0,0,0,0,0,1,1,1,0,2,0,0,0,2,0,0,3,5,548
0,0,0,0,1,2,2,0,0,0,0,2,1,0,1,0,2,0,0,0,0,0,0,0,0,0,3,4,252
0,1,0,1,0,1,2,0,1,1,0,2,0,2,1,0,2,0,2,0,0,0,0,0,0,0,6,5,55
1,0,1,2,1,0,0,1,0,0,2,1,0,0,1,1,0,0,1,2,0,2,0,1,0,0,9,4,71
0,2,0,1,1,2,0,2,0,0,1,0,2,1,1,0,0,0,1,0,2,0,0,0,3,3,6,5,5
0,0,0,0,1,2,2,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,6,6,3,3,13
2,0,0,0,2,0,1,0,0,2,0,0,0,0,1,0,1,0,2,0,1,2,2,1,3,2,5,6,15
2,2,2,2,1,2,0,2,0,1,1,1,0,1,2,0,1,0,0,0,0,0,0,1,0,0,7,7,527
1,2,0,2,0,0,0,2,1,2,1,0,0,1,0,1,0,0,0,0,2,0,2,2,0,0,5,7,456
0,0,0,0,0,0,0,0,0,2,0,2,0,0,1,1,0,0,0,0,0,2,0,1,0,0,3,3,532
0,0,0,0,1,2,0,1,2,0,2,2,2,1,0,2,1,0,0,2,2,2,0,0,0,0,4,9,527
1,0,0,1,2,0,0,0,0,2,2,2,0,2,2,0,2,0,1,1,1,0,2,1,0,0,6,8,24
2,1,2,2,1,0,0,0,1,0,1,2,1,0,1,2,1,0,0,1,1,0,2,0,0,0,9,6,455
2,1,0,0,2,0,0,0,0,2,0,0,1,2,0,2,0,1,2,2,0,2,0,1,0,0,4,8,48
0,0,0,0,0,0,2,0,0,0,2,2,0,0,2,1,1,1,0,1,0,2,0,1,0,0,5,5,120
1,1,1,0,0,2,0,0,1,1,1,1,2,2,0,2,2,0,0,0,0,1,0,0,0,0,8,5,167
0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,2,0,2,0,2,0,1,0,5,5,4,3,13
0,2,0,0,0,0,0,0,0,2,1,0,1,0,1,0,2,1,0,2,1,0,0,0,0,0,5,4,472
1,1,2,0,0,0,0,0,0,2,1,0,0,0,1,0,0,1,2,0,0,1,1,0,0,0,7,3,96
0,2,0,1,2,2,0,0,2,2,0,0,0,1,2,0,0,0,0,0,0,1,2,1,0,0,4,7,222
0,0,0,0,1,0,0,2,1,1,0,1,1,0,0,0,1,2,0,1,1,0,2,1,0,0,9,3,528
0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,2,0,2,0,0,2,0,0,0,5,3,551
1,1,1,0,1,1,0,2,0,1,0,1,0,0,0,0,0,0,1,0,2,0,2,0,0,0,8,3,360
0,0,0,1,1,2,0,2,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,223
2,0,0,2,1,0,0,0,0,1,2,1,0,1,0,0,0,0,2,1,0,0,2,1,0,0,6,5,280
2,0,0,0,2,0,0,0,0,0,1,0,0,2,0,0,0,0,2,1,1,0,0,0,6,5,3,4,1
2,1,0,1,0,0,1,1,1,1,2,2,0,0,0,2,1,0,2,0,0,2,2,0,2,1,7,7,4
1,2,1,2,0,1,2,1,0,1,2,0,1,2,2,0,2,0,0,1,0,1,2,0,0,0,8,8,263
0,0,0,0,0,2,0,0,0,0,0,1,0,1,1,0,1,1,0,1,2,0,1,2,0,0,7,3,503
0,0,0,1,0,2,1,2,2,0,2,2,0,0,0,0,0,0,2,0,1,0,0,0,0,0,3,6,309
2,0,0,2,1,2,0,0,0,2,1,0,0,1,2,0,0,0,2,0,2,0,0,0,0,0,3,7,232
1,2,2,2,1,0,1,0,0,2,2,2,0,0,2,0,0,0,1,2,1,2,0,1,1,0,6,9,11
0,0,1,0,1,0,1,1,1,0,2,0,0,2,1,0,2,2,1,0,2,1,0,1,0,0,9,5,414
0,2,1,1,1,1,1,2,1,0,1,2,0,0,0,2,2,2,2,1,0,0,1,2,0,0,9,8,456
0,0,2,0,1,0,0,2,0,2,1,2,0,1,0,0,0,0,0,0,2,0,0,1,0,0,4,5,119
2,1,1,0,2,0,2,0,1,1,1,0,1,2,2,0,0,2,0,1,1,0,2,0,0,0,8,7,383
0,2,1,0,0,2,1,2,1,0,0,2,1,2,0,1,1,1,0,0,2,1,0,2,0,0,8,7,167
0,1,2,0,0,1,0,1,0,0,1,2,0,1,1,0,2,0,0,0,1,2,0,0,0,0,7,4,263
1,2,0,2,2,0,1,0,0,2,0,1,0,1,1,0,0,1,1,1,0,0,2,0,0,0,8,5,503
0,2,1,2,1,1,0,1,2,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,8,3,472
0,0,0,2,1,2,2,0,0,0,1,1,1,1,0,2,0,0,2,1,2,0,0,1,0,0,7,6,119
2,1,0,1,0,0,0,1,2,2,1,0,0,0,0,0,2,0,1,0,2,2,0,1,0,0,6,6,120
0,0,0,2,1,1,1,0,1,1,2,0,0,1,0,0,0,1,2,0,0,0,0,0,1,1,7,3,13
0,1,0,1,1,0,2,2,0,2,1,0,0,1,0,0,0,1,0,1,0,1,0,2,0,0,8,4,167
2,1,0,0,2,2,1,1,0,2,1,2,1,1,0,0,2,0,0,1,0,2,2,1,0,0,8,8,480
0,0,0,0,0,0,0,0,0,2,0,2,2,1,2,0,0,1,2,0,2,0,2,1,0,0,3,7,137
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,2,0,0,1,0,0,1,0,0,3,3,309
1,0,2,0,0,0,0,0,0,2,0,2,0,0,0,1,0,0,0,0,0,1,1,0,0,0,4,3,551
0,0,0,2,0,0,0,0,1,0,1,2,0,2,0,0,0,0,2,1,0,0,0,0,0,0,3,4,341
0,0,0,1,1,1,0,0,2,0,0,0,2,2,2,1,2,0,0,0,0,0,0,0,0,0,4,5,222
0,0,0,2,1,0,1,1,0,1,2,1,0,0,0,1,0,0,2,1,0,2,0,1,0,0,8,4,120
1,1,0,1,2,1,0,0,0,2,1,0,0,0,2,0,2,0,0,1,0,0,0,0,0,0,6,4,48
0,1,0,2,0,0,2,0,1,1,2,0,1,0,0,2,0,1,0,0,0,0,1,0,0,0,6,4,191
0,1,2,0,0,0,1,2,0,0,0,1,0,1,2,1,0,0,0,0,2,0,0,1,0,0,6,4,568
0,1,0,2,1,0,0,1,0,0,2,0,1,1,0,0,2,0,0,2,1,0,0,0,0,0,6,4,240
0,0,0,1,0,0,2,1,2,0,1,2,0,1,0,1,2,1,1,0,2,1,0,0,0,0,8,5,359
0,0,0,0,1,2,2,0,0,0,0,1,0,1,2,1,2,0,1,0,0,1,0,0,0,0,6,4,568
2,2,2,0,0,1,1,0,0,2,0,0,2,0,1,0,0,0,2,1,1,2,0,0,1,0,5,7,295
2,2,1,0,1,2,1,2,0,2,1,0,0,1,0,1,2,1,0,2,0,2,1,0,0,0,8,8,503
0,0,0,0,0,0,0,2,1,1,1,1,2,1,0,0,0,2,0,0,0,2,0,0,4,3,5,4,8
2,1,2,1,0,1,2,0,0,0,1,2,0,0,0,2,0,0,1,2,2,0,0,0,0,0,5,7,216
0,0,0,0,1,0,1,0,1,0,1,0,1,2,0,2,0,1,1,0,0,0,2,0,0,0,7,3,239
0,0,1,0,0,1,0,2,2,2,0,0,0,0,2,0,0,2,0,0,0,0,0,1,0,0,3,5,126
0,0,0,2,2,2,0,0,0,1,1,2,0,0,0,0,1,0,2,1,0,0,2,0,4,3,4,6,11
0,0,0,0,1,0,0,0,1,0,2,2,0,1,0,0,1,2,1,2,2,0,0,0,4,4,5,5,17
2,0,0,0,0,0,1,1,1,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,3,3,436
2,2,1,0,0,0,0,2,0,0,2,1,1,2,0,0,0,2,0,1,0,1,0,2,0,0,5,7,575
0,0,0,0,0,0,0,0,0,2,1,1,0,1,0,2,1,1,0,1,0,1,2,0,0,0,7,3,288
1,0,0,0,2,0,2,1,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,4,4,4,3,2
1,0,2,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,2,0,0,1,2,0,0,7,3,431
2,0,0,2,1,0,1,2,1,2,1,0,2,0,0,2,1,0,2,2,0,1,1,1,0,0,8,8,119
1,0,2,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,2,0,1,0,2,0,0,4,4,167
0,0,2,0,0,2,0,0,0,0,2,0,0,0,0,0,2,0,1,1,1,0,0,0,0,0,3,4,309
0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,2,0,0,2,1,0,7,6,2,3,0
0,0,0,0,1,0,1,1,2,2,0,0,1,1,1,0,0,2,2,2,2,0,0,0,0,0,6,6,95
0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,2,0,1,2,0,0,0,0,3,3,309
0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,1,0,0,2,0,1,1,1,1,1,4,4,14
1,0,0,2,1,2,0,0,0,2,2,1,0,1,0,0,0,0,2,0,0,2,2,1,1,0,5,7,13
0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,2,1,2,0,0,0,1,0,0,3,4,368
1,0,0,2,2,1,0,1,0,0,1,0,0,0,2,1,0,0,2,1,0,0,1,0,0,0,7,4,30
1,1,0,2,2,1,0,0,2,2,2,1,1,2,1,0,2,0,1,2,1,2,1,0,0,0,9,9,95
0,0,0,0,0,0,1,0,0,0,0,1,1,0,2,1,2,0,0,1,2,2,2,0,0,0,5,5,479
0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,2,0,1,0,2,2,2,0,0,6,4,263
1,0,1,1,2,0,2,1,2,2,0,1,0,1,0,1,2,0,2,1,2,2,1,0,0,0,9,8,143
0,0,0,0,2,2,0,2,1,0,2,0,0,2,0,0,1,0,0,2,0,1,2,0,0,0,3,7,181
1,2,0,2,1,0,1,1,1,0,2,0,0,0,2,2,0,0,1,1,0,2,1,1,0,0,9,6,343
2,0,0,1,0,1,0,0,1,1,0,2,2,1,2,1,1,0,0,0,2,0,0,2,0,0,7,6,455
2,1,2,0,1,1,2,0,2,1,0,2,0,1,0,1,1,0,1,0,2,0,0,2,0,0,8,7,247
0,1,2,0,2,1,0,1,0,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3,7,418
2,0,0,2,0,0,1,1,1,2,0,1,0,0,0,1,1,1,0,2,0,2,0,0,1,1,7,5,474
0,0,0,1,2,2,0,0,0,0,0,0,0,1,0,0,0,0,2,2,0,1,0,0,0,0,3,4,282
0,0,0,1,0,2,0,0,0,2,0,0,0,1,2,0,0,1,0,0,2,0,0,0,0,0,3,4,490
0,0,0,1,1,2,0,2,2,0,1,0,0,2,0,0,1,0,1,2,0,0,0,0,4,3,5,5,16
2,0,0,0,0,0,2,0,0,1,2,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,3,4,312
0,2,0,0,0,0,0,2,1,0,2,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,3,4,492
1,0,2,2,1,1,0,0,0,2,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,7,3,359
0,0,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,2,1,0,0,0,0,0,6,6,3,3,192
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,0,1,6
0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,2,0,1,0,1,0,0,0,0,7,6,2,3,5
0,0,1,2,1,0,0,0,0,0,2,0,2,0,1,0,1,0,1,1,2,0,1,0,0,0,7,4,143
0,0,0,2,1,0,0,1,2,2,0,1,1,1,1,0,0,0,0,0,1,0,2,0,0,0,7,4,95
0,0,0,0,0,0,0,0,0,2,1,0,0,2,0,0,0,0,2,2,0,1,1,0,0,0,3,4,381
0,0,0,0,0,0,0,2,0,2,0,0,1,0,0,1,0,0,2,2,2,0,2,1,0,0,3,6,136
2,0,0,1,1,0,0,2,0,0,2,1,0,2,0,2,1,0,1,0,2,2,0,0,0,0,5,7,359
1,0,0,1,2,0,0,0,0,2,0,1,0,2,1,2,1,0,2,2,1,2,1,2,2,1,7,8,19
0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,7,7,2,2,12
0,1,1,0,1,1,2,0,1,2,1,0,0,0,0,2,0,2,2,2,2,2,2,0,0,0,6,9,455
0,1,2,0,2,0,2,0,0,1,2,0,0,1,1,0,0,1,2,1,0,2,0,2,0,0,6,7,503
0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,1,0,1,2,0,2,2,0,0,5,5,4,4,473
0,2,1,0,0,0,0,2,2,2,1,2,1,2,1,0,0,0,0,0,0,0,2,2,0,0,4,8,377
2,0,0,0,0,0,1,0,0,2,0,0,1,2,2,0,1,0,2,0,0,1,2,1,4,3,5,6,18
0,1,0,1,2,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,2,2,0,0,0,5,3,287
0,2,0,0,2,0,0,0,0,0,2,1,2,1,0,1,0,0,0,2,0,0,1,0,0,0,4,5,551
2,2,2,0,0,0,1,2,0,2,1,0,0,0,0,1,0,1,0,1,0,2,2,2,0,0,5,8,343
1,0,0,2,0,0,0,0,1,1,2,0,0,2,1,0,0,0,2,2,0,0,1,1,0,0,6,5,191
2,0,0,0,0,0,1,0,1,2,0,0,1,0,0,2,0,2,0,0,0,2,0,0,5,4,3,5,434
1,0,2,1,1,1,0,0,2,1,0,1,0,1,0,1,2,2,0,1,0,0,0,0,0,0,9,4,222
0,0,0,0,0,1,2,0,0,0,0,2,2,1,1,1,1,1,0,1,0,0,1,2,0,0,8,4,335
1,0,0,1,0,0,0,1,2,0,1,0,1,2,0,0,0,2,1,0,0,1,0,0,0,0,7,3,376
0,0,0,0,2,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,1,1,2,0,0,0,4,3,312
0,0,0,0,1,0,0,0,0,0,1,0,2,2,0,0,1,0,2,1,0,2,1,0,0,0,5,4,247
0,2,0,2,1,0,1,0,1,1,1,1,1,2,0,1,1,0,2,0,0,0,0,2,0,0,9,5,408
0,0,0,0,0,1,2,2,2,0,0,0,0,2,2,0,0,0,0,0,0,1,1,1,0,0,4,5,263
0,0,0,0,1,2,0,0,0,1,1,0,2,1,0,0,2,0,0,1,0,0,2,0,0,0,5,4,191
0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,2,1,2,0,2,0,0,0,3,5,199
1,1,1,2,0,0,1,2,0,2,0,0,1,2,1,0,0,1,1,0,0,1,2,2,0,0,9,6,55
0,2,0,1,1,1,2,1,0,1,2,2,0,0,1,1,0,0,0,1,0,2,1,2,0,0,9,6,336
0,2,0,0,2,0,0,2,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,3,288
0,2,0,1,2,0,0,2,0,0,0,2,1,0,2,2,0,0,1,0,2,0,2,1,0,0,4,8,359
1,0,1,0,1,0,2,2,2,0,1,1,1,0,0,0,0,0,0,1,2,0,1,0,0,0,8,4,144
2,1,1,1,2,1,1,0,0,2,0,2,2,1,0,0,1,0,2,0,1,0,2,0,0,0,8,7,222
2,2,1,2,2,1,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,3,8,184
0,2,0,1,2,0,0,1,0,0,2,0,1,0,1,2,0,2,2,0,2,0,2,0,0,0,4,8,103
0,0,2,0,1,0,0,2,0,0,2,1,1,0,2,0,2,0,1,2,2,0,0,2,0,0,4,8,472
0,0,2,0,0,0,0,1,0,1,1,1,1,0,2,2,0,2,0,0,0,0,0,0,0,0,5,4,383
2,2,0,1,2,2,2,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,560
0,1,2,2,2,1,1,2,0,0,1,2,1,2,0,0,2,1,1,1,1,0,2,0,0,0,9,8,479
2,0,1,2,0,0,2,1,0,1,0,2,1,0,2,1,0,0,2,1,0,1,0,1,0,0,8,6,328
0,1,0,2,0,1,2,0,0,2,0,2,0,1,2,2,0,0,2,0,1,1,1,1,0,0,7,7,55
1,2,1,0,2,0,1,0,0,1,2,0,2,1,2,2,0,0,1,2,1,1,0,2,0,0,8,8,167
0,0,0,0,0,1,0,0,1,0,0,0,1,2,0,2,1,2,1,0,1,1,0,0,0,0,7,3,520
2,2,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,2,0,0,5,4,3,4,12
1,0,0,1,2,0,2,2,1,1,2,0,1,0,0,2,0,1,2,0,0,1,0,0,0,0,7,6,167
2,0,1,2,1,0,2,0,2,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2,2,7,23
1,2,1,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,4,3,144
2,1,2,1,0,2,2,1,0,1,2,0,1,1,1,2,0,0,0,0,0,2,0,0,2,1,7,7,23
2,1,0,0,1,0,1,0,1,0,0,0,2,1,0,1,2,1,0,0,0,2,0,0,0,0,7,4,552
1,0,0,0,0,2,2,0,0,1,2,0,2,0,0,0,0,0,0,0,2,1,2,0,0,0,3,6,34
2,1,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,3,4,199
0,0,0,0,1,0,2,2,0,0,1,0,0,2,0,1,0,0,0,1,0,2,2,2,0,0,4,6,239
2,1,0,2,0,0,2,0,1,2,0,1,0,1,0,2,0,1,0,2,1,1,0,2,0,0,7,7,55
0,0,2,0,2,0,1,1,1,0,0,2,2,0,2,1,1,0,0,2,0,2,0,2,0,0,5,8,527
1,1,0,0,2,0,0,1,0,0,0,0,1,2,1,0,2,1,0,2,1,2,0,0,0,0,7,5,432
0,1,0,0,1,0,0,1,2,1,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,5,3,568
2,1,0,0,1,0,0,0,0,1,0,0,0,2,2,0,0,0,0,0,0,2,0,0,0,0,3,4,61
0,0,0,0,0,0,2,2,2,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,3,3,96
0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,2,1,0,2,0,0,2,1,0,0,8,3,48
0,0,0,1,1,2,1,0,0,0,2,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,4,3,247
0,0,0,1,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,2,2,0,2,0,0,0,3,4,113
